"ID","Nombre completo","Fecha de nacimiento","Dirección","Localidad y Código postal","Teléfono","Correo electrónico","Fecha de alta","Grupo de clientes"
"C0715","Clotilde del Osorio","4/25/1976","London","N91 6SR","(212) 363-5006","murdocj@gmail.com","6/28/2018 7:01","E"
"C0716","Alcides Tello Fernandez","3/10/1979","9505 The Grove","London","(315) 840-0702","grossman@verizon.net","5/11/2011 18:54","C"
"C0717","Sigfrido Simó Benavent","11/11/1997","SE31 9GQ","51 George Street","(467) 358-4503","bartlett@mac.com","1/15/2014 2:03","A"
"C0718","Nerea Leon Puga","10/23/1982","London","W96 5MH","(360) 620-0866","claesjac@aol.com","9/28/2018 3:55","D"
"C0719","David Ballesteros-Francisco","7/22/1993","437 Queensway","London","(229) 275-5223","jadavis@icloud.com","9/26/2012 6:46","D"
"C0720","Eva Araceli Marcos Cerdán","8/11/1986","NW87 0HE","364 The Green","(344) 778-8434","vmalik@msn.com","9/30/2013 15:52","C"
"C0721","Tecla Conesa","4/26/1981","London","EC47 2KO","(258) 518-2594","slaff@me.com","3/9/2006 22:43","D"
"C0722","Mayte Isern Gárate","5/20/1979","4 Mill Road","London","(859) 270-2403","kjohnson@gmail.com","4/14/2019 10:25","C"
"C0723","Ignacio Bauzà-Torrens","9/7/1999","SW50 4KB","5 High Street","(611) 486-5321","weazelman@icloud.com","5/4/2013 23:25","B"
"C0724","Amor Estrada-Querol","9/20/1981","London","N10 8HK","(768) 652-3949","ivoibs@icloud.com","12/14/2014 10:09","A"
"C0725","Gabino Aranda Godoy","7/13/1994","11 The Avenue","London","(998) 487-9102","atmarks@aol.com","4/23/2015 2:45","A"
"C0726","Gerónimo Asenjo","5/6/1987","NW16 9IB","3 Manor Road","(253) 321-2154","hermanab@live.com","2/20/2012 12:48","D"
"C0727","Enrique Andreu Cueto","4/5/1990","London","W64 5TV","(532) 409-6324","matty@yahoo.ca","4/30/2019 3:56","D"
"C0728","Clara Cantón Farré","8/23/1987","76 Queensway","London","(661) 728-1691","enintend@verizon.net","5/24/2016 5:52","E"
"C0729","Baudelio Asensio","3/24/1978","WC10 3BR","21 Alexander Road","(570) 540-0876","dsugal@me.com","2/23/2011 3:13","A"
"C0730","Pepita del Grau","8/16/1998","London","N20 5KT","(433) 516-7191","openldap@outlook.com","3/26/2020 19:23","A"
"C0731","Alba Batalla Valls","4/24/1997","24 Kings Road","London","(535) 857-6686","lishoy@comcast.net","11/9/2008 22:57","E"
"C0732","Bernardino Patiño Aguado","2/4/1996","WC58 1WY","666 St. John’s Road","(849) 782-9869","temmink@optonline.net","10/4/2016 2:50","E"
"C0733","Esteban Vaquero Dominguez","8/3/1980","London","NW49 1FQ","(561) 625-6255","wildixon@optonline.net","5/10/2016 16:52","E"
"C0734","Anacleto Tomás Torrecilla","4/19/1999","94 New Road","London","(654) 705-7739","peoplesr@outlook.com","11/12/2005 10:47","B"
"C0735","Severino Nicolau Vizcaíno","3/4/1973","NW54 0QY","87 St. John’s Road","(712) 820-6745","psichel@aol.com","11/28/2013 11:27","C"
"C0736","Corona Feijoo Pi","4/6/1979","London","EC54 6EY","(259) 838-4855","wilsonpm@aol.com","7/26/2005 4:36","E"
"C0737","Rafaela Hurtado Reguera","11/2/1996","73 Chester Road","London","(824) 717-6847","mlewan@live.com","10/22/2012 22:40","A"
"C0738","Zaira Calderón Ariño","4/1/1998","SE36 8WH","952 London Road","(366) 665-1941","okroeger@yahoo.com","6/14/2012 23:39","A"
"C0739","Aníbal Acero","2/22/1987","London","W12 6MQ","(305) 495-3592","jgmyers@att.net","3/17/2014 1:59","A"
"C0740","Leocadio Palomo Palomares","5/23/1993","386 Richmond Road","London","(602) 659-7572","torgox@verizon.net","2/8/2012 14:14","C"
"C0741","Juan Carlos Delgado Durán","4/25/1974","EC70 8TD","515 New Road","(689) 239-4563","eurohack@verizon.net","10/26/2008 5:19","A"
"C0742","Elvira Bravo-Cano","2/24/2000","London","WC71 0UF","(207) 205-4139","grinder@mac.com","7/17/2014 10:51","D"
"C0743","Demetrio de Larrañaga","10/1/1995","16 George Street","London","(516) 973-1052","mallanmba@comcast.net","1/21/2015 16:02","D"
"C0744","Hernando Garay","10/5/1995","NW01 6ER","25 Victoria Street","(556) 265-3355","martyloo@sbcglobal.net","3/15/2016 20:44","C"
"C0745","Isabela Roma Jurado","1/16/1992","London","W60 2PX","(630) 838-5414","smcnabb@yahoo.com","10/15/2014 6:38","B"
"C0746","Roberto Tomás-Bermúdez","6/19/1970","93 St. John’s Road","London","(762) 570-3297","msherr@yahoo.ca","4/30/2014 17:39","E"
"C0747","Yolanda Oliva Polo","2/17/1990","N10 2EQ","9 Broadway","(283) 766-9356","grothoff@icloud.com","10/18/2017 6:40","B"
"C0748","Rosendo Pinilla Bustamante","9/29/1974","London","W10 2TN","(750) 486-9536","budinger@icloud.com","11/17/2018 14:59","B"
"C0749","Vanesa Celia Ibáñez Ferrer","6/26/1991","5 Church Road","London","(619) 353-7970","arathi@comcast.net","10/30/2016 8:13","A"
"C0750","Albina de Fiol","8/3/1972","SE07 3LY","24 Richmond Road","(961) 219-0829","dpitts@sbcglobal.net","1/7/2020 22:30","E"
"C0751","Georgina Arroyo Araujo","5/12/1998","London","W75 0OS","(209) 879-1264","osaru@me.com","3/25/2021 16:41","E"
"C0752","Celestina Rodrigo Hidalgo","3/28/1984","213 The Drive","London","(332) 532-0822","jramio@gmail.com","7/5/2011 19:12","D"
"C0753","Felicidad de Bernal","6/9/1998","NW58 3QB","561 Albert Road","(487) 640-6779","kudra@comcast.net","5/28/2012 0:25","B"
"C0754","Valeria Almansa-Bárcena","9/29/1993","London","SW24 1UB","(536) 366-2187","yruan@icloud.com","3/6/2009 1:37","D"
"C0755","Javier Cortina Grau","5/17/1976","28 Victoria Street","London","(363) 544-2841","petersen@msn.com","3/22/2005 2:15","D"
"C0756","Manolo Isidro Ros Salgado","5/27/1989","SW80 9JL","26 The Drive","(461) 271-1631","jbearp@sbcglobal.net","11/22/2011 15:07","D"
"C0757","Concepción Bustamante","7/28/1988","London","E73 0ZM","(857) 335-5320","kjohnson@mac.com","3/26/2012 12:10","E"
"C0758","Viviana Tur Asensio","1/4/2000","27 Church Road","London","(634) 371-1153","jaesenj@comcast.net","8/5/2007 1:20","C"
"C0759","Emilia Valentín Coello","10/20/1977","WC52 1ML","1 Kings Road","(439) 244-2458","offthelip@yahoo.ca","2/11/2018 14:56","C"
"C0760","Bárbara Arcos Cases","7/7/1997","London","E54 2MI","(320) 535-5081","jeffcovey@me.com","10/28/2017 22:27","A"
"C0761","Martín Giménez Herrera","9/7/1984","40 Woodland Dr.","New York, NY 10011","(993) 964-1956","pgolle@aol.com","1/3/2010 10:12","D"
"C0762","Gastón Real Barriga","2/13/1986","9453 South Pineknoll Drive","Freeport, NY 11520","(748) 245-9826","mdielmann@verizon.net","3/2/2007 7:31","B"
"C0763","Estefanía Peñas","9/26/1982","847 S. Manor St.","New York, NY 10031","(381) 532-2238","gerlo@optonline.net","4/4/2016 21:36","B"
"C0764","Loreto Estrella Viñas Juan","4/14/1981","7071 Third St.","Bronx, NY 10472","(907) 754-8902","sarahs@verizon.net","6/30/2013 17:47","A"
"C0765","Emperatriz Quirós Aguirre","2/19/1981","8215 Atlantic St.","Brooklyn, NY 11218","(531) 907-4416","galbra@comcast.net","9/21/2013 19:08","A"
"C0766","Leocadio Escalona","1/6/1994","735 N. Yukon Street","Brooklyn, NY 11215","(572) 498-8666","kaiser@comcast.net","11/19/2010 10:07","C"
"C0767","Carina Barroso Lopez","1/7/1974","3 Holly Ave.","Ridgewood, NY 11385","(716) 425-2898","kildjean@hotmail.com","8/31/2014 6:06","D"
"C0768","Damián Tomas Solís","5/1/1981","770 Carson St.","Bronx, NY 10463","(762) 419-8629","cliffordj@yahoo.ca","5/3/2018 23:38","D"
"C0769","Isaac Vallejo-Coll","6/11/1986","47 Honey Creek Lane","New York, NY 10023","(280) 675-9489","breegster@outlook.com","4/14/2019 4:44","D"
"C0770","Fernanda Lozano Bastida","10/11/1986","89 West Lakeview Dr.","Bronx, NY 10456","(634) 550-6646","calin@comcast.net","2/12/2019 8:49","B"
"C0771","Angélica Diego Cuéllar","2/1/1984","541 S. State Dr.","Ithaca, NY 14850","(527) 606-6801","sfoskett@att.net","10/17/2009 22:23","A"
"C0772","José Luis Lorenzo Losada","1/30/1988","8759 Tanglewood Dr.","Spring Valley, NY 10977","(465) 963-8317","singer@att.net","4/26/2005 12:58","E"
"C0773","María Sáenz Azorin","12/22/1979","9283 High Ridge Drive","Brooklyn, NY 11208","(659) 984-6638","vsprintf@att.net","5/19/2020 4:02","C"
"C0774","Hernando Olmedo Seguí","1/4/1973","582 Honey Creek Road","Bronx, NY 10461","(962) 381-3510","mhassel@msn.com","1/8/2010 5:34","E"
"C0775","Mamen Chacón Crespo","8/18/1987","847 West Jockey Hollow Court","Bronx, NY 10452","(576) 978-9774","weidai@sbcglobal.net","4/2/2012 22:19","A"
"C0776","Morena Ros Estrada","9/14/1988","720 Paris Hill St.","Huntington Station, NY 11746","(721) 881-8367","quantaman@msn.com","5/3/2021 5:06","C"
"C0777","Berta Mena Rivas","3/30/1998","61 Bridle St.","Brooklyn, NY 11212","(812) 855-9668","timtroyr@gmail.com","8/25/2019 17:05","E"
"C0778","Carmen Alemany Bertrán","1/13/1995","9555 Purple Finch Dr.","Jamestown, NY 14701","(819) 268-2557","papathan@att.net","7/29/2013 19:41","E"
"C0779","Emilia Oliveras Granados","7/1/1987","8473 South Lilac Court","Newburgh, NY 12550","(398) 878-0122","jyoliver@att.net","9/17/2013 19:13","D"
"C0780","Jaime Santiago Vazquez","4/15/1999","855 Colonial St.","Brooklyn, NY 11236","(301) 631-9640","steve@sbcglobal.net","4/22/2021 5:03","C"
"C0781","Clemente de Coloma","8/18/1996","48 Sunbeam St.","West Babylon, NY 11704","(891) 535-5328","falcao@live.com","3/13/2021 17:55","B"
"C0782","Hilda del Tapia","5/27/1999","440 Cactus St.","Brooklyn, NY 11204","(576) 200-5761","wildfire@mac.com","1/6/2015 15:52","B"
"C0783","Espiridión Abril Marti","1/22/1984","36 NW. Pierce St.","Staten Island, NY 10312","(654) 407-4012","pfitza@comcast.net","8/14/2011 23:20","E"
"C0784","Porfirio Cal Bru","12/23/1983","832 Lake Forest Rd.","Astoria, NY 11106","(599) 743-9003","staffelb@mac.com","3/30/2010 3:01","E"
"C0785","María Ángeles de Valbuena","4/22/1979","810 10th St.","Patchogue, NY 11772","(240) 906-5404","chaffar@live.com","11/12/2019 20:53","B"
"C0786","Darío Dávila","6/8/1990","268 E. Penn Circle","Lindenhurst, NY 11757","(455) 626-4301","bmidd@gmail.com","2/26/2011 1:26","D"
"C0787","Victor Manuel Sedano-Domingo","3/31/1981","606 Galvin Street","Astoria, NY 11105","(493) 311-8669","north@live.com","12/19/2020 18:34","D"
"C0788","Marcela Saura","12/17/1994","940 Riverside Court","Rego Park, NY 11374","(758) 602-4935","scottzed@gmail.com","2/11/2011 17:08","E"
"C0789","Rosalva Carreras Calatayud","2/24/1984","9485 S. Pheasant Dr.","Levittown, NY 11756","(390) 779-8899","jramio@icloud.com","9/18/2006 17:01","A"
"C0790","Ágata Bermúdez-Espejo","7/6/1980","54 Indian Summer Street","East Elmhurst, NY 11370","(487) 438-4975","wagnerch@yahoo.com","9/14/2011 13:26","A"
"C0791","Leire Bellido Carmona","12/16/1992","719 Center Ave.","Bronx, NY 10467","(659) 904-0068","nighthawk@aol.com","6/15/2019 23:09","C"
"C0792","Consuela Emilia Cuenca Cerdán","4/18/1973","91 SE. Pierce Ave.","Brooklyn, NY 11206","(721) 772-9718","pthomsen@yahoo.com","6/18/2006 5:49","B"
"C0793","Juan Luis Ángel Alemany","8/9/1986","73 Alderwood St.","Fresh Meadows, NY 11365","(471) 210-6992","nelson@yahoo.com","7/29/2009 21:30","C"
"C0794","Nazaret Garrido Lladó","5/15/1972","9163 South Oxford Ave.","Jackson Heights, NY 11372","(435) 955-2960","augusto@gmail.com","3/21/2012 17:19","A"
"C0795","Elena Pons","5/29/1978","8478 West St.","Brooklyn, NY 11224","(323) 803-5626","jrifkin@outlook.com","1/23/2008 13:07","B"
"C0796","Pilar Castells Fernández","9/28/1978","8142 Lees Creek Rd.","Corona, NY 11368","(507) 934-7625","pgolle@outlook.com","4/27/2019 10:11","E"
"C0797","José María Jacobo Ojeda Montesinos","7/22/1994","70 Green Hill Drive","Bronx, NY 10473","(532) 766-7644","sekiya@live.com","6/4/2015 9:55","B"
"C0798","Manolo de Pavón","1/6/1987","9983 Woodside Street","Endicott, NY 13760","(772) 757-3738","airship@verizon.net","7/29/2006 14:39","C"
"C0799","Cándido Beltrán Pino","5/3/1994","23 Tarkiln Hill Avenue","Brooklyn, NY 11229","(887) 277-6652","credmond@hotmail.com","10/4/2009 10:18","A"
"C0800","Apolonia del Real","7/20/1979","7241 Cemetery Ave.","Bronx, NY 10458","(725) 408-3080","parrt@outlook.com","6/19/2006 12:31","D"
"C0801","Zoraida Rovira Arce","3/25/1987","85 Lookout Ave.","Brooklyn, NY 11223","(845) 673-0453","mwandel@att.net","5/14/2010 0:48","A"
"C0802","Elpidio Pont Expósito","12/23/1999","37 Fairview Ave.","Massapequa, NY 11758","(962) 741-6475","lamprecht@live.com","2/17/2011 6:19","B"
"C0803","Joan Lobo-Haro","12/4/1983","91 Annadale Road","New York, NY 10025","(396) 942-3896","fudrucker@live.com","1/31/2015 23:32","A"
"C0804","Nayara Gimeno Velasco","3/12/1981","81 Bohemia Lane","Brooklyn, NY 11209","(672) 429-8285","ntegrity@aol.com","11/30/2015 0:27","D"
"C0805","África del Conde","12/17/1988","749 N. Beechwood Ave.","Brooklyn, NY 11220","(524) 528-5199","shaffei@outlook.com","1/25/2014 4:55","B"
"C0806","Ángela Pinedo Vendrell","9/11/1988","759 E. Foxrun Ave.","Bay Shore, NY 11706","(422) 560-9699","tellis@yahoo.com","11/15/2015 19:11","B"
"C0807","Joan Fabregat Ochoa","8/1/1990","242 East 8th Lane","Lockport, NY 14094","(879) 980-7282","mcraigw@yahoo.ca","9/20/2011 23:02","B"
"C0808","Cruz Tamayo-Carpio","9/14/1985","8133 SE. Augusta Ave.","Staten Island, NY 10306","(372) 654-9387","clkao@outlook.com","2/24/2012 5:24","B"
"C0809","Pascual Pedro Ruiz","8/21/1972","8497 3rd St.","New York, NY 10028","(933) 613-2582","kwilliams@icloud.com","11/4/2010 12:46","C"
"C0810","Melisa Guitart","5/26/1984","9045 Poor House Lane","Bronx, NY 10451","(365) 278-8056","munson@icloud.com","9/19/2012 6:09","D"
"C0811","Anacleto Caballero Ferrera","9/28/1980","71 Cambridge Lane","New York, NY 10024","(588) 897-0633","nwiger@aol.com","4/6/2013 9:57","B"
"C0812","Vicente Calleja","11/11/1995","8117 Birch Hill Rd.","Bronx, NY 10465","(303) 754-3969","epeeist@gmail.com","8/9/2020 17:12","A"
"C0813","Marco Ropero","12/10/1986","9140 Carpenter St.","Brooklyn, NY 11207","(311) 963-9615","krueger@comcast.net","5/2/2019 23:43","C"
"C0814","Cristian Baquero-Cánovas","5/19/1998","538 Cross Street","Bronx, NY 10462","(777) 720-1143","dsugal@live.com","12/14/2008 5:34","D"
"C0815","Josep Reina Prieto","1/13/1981","919 Princeton St.","Fairport, NY 14450","(741) 758-2688","tellis@me.com","7/22/2015 16:00","A"
"C0816","Florinda Anguita-Sancho","3/16/1990","17 Ashley Street","New York, NY 10029","(802) 484-9409","inico@aol.com","5/4/2019 18:41","D"
"C0817","Calixta Villaverde Acosta","9/2/1991","682 Glenwood Street","Bronx, NY 10466","(641) 921-8831","bebing@optonline.net","7/14/2005 8:24","A"
"C0818","Marisela Milla-Martorell","1/20/1993","94 Beach St.","Brooklyn, NY 11228","(954) 421-2884","jdray@aol.com","8/4/2016 5:05","C"
"C0819","Rosendo Almeida Naranjo","9/24/1979","26 East Main Dr.","Buffalo, NY 14224","(954) 956-0103","irving@sbcglobal.net","4/17/2014 1:09","B"
"C0820","Ana Sofía Colomer Martín","12/1/1990","373 Bear Hill St.","Brooklyn, NY 11213","(295) 983-4853","andersbr@hotmail.com","1/24/2007 4:51","B"
"C0821","Rolando Caballero Niño","5/1/1996","497 Maiden Street","Poughkeepsie, NY 12601","(253) 483-2574","parrt@yahoo.ca","8/27/2020 10:48","C"
"C0822","Paola Casanovas-Riba","9/22/1980","741 Ann Ave.","Brooklyn, NY 11225","(244) 616-3629","cliffski@live.com","10/30/2009 23:19","A"
"C0823","Lupita del Sanjuan","11/20/1976","23 Kent St.","Hamburg, NY 14075","(586) 717-5632","mlewan@att.net","8/27/2010 13:43","E"
"C0824","Modesto Franco Hervia","11/2/1977","4 Fairground Avenue","South Richmond Hill, NY 11419","(890) 780-5763","dwsauder@yahoo.com","1/6/2016 18:31","C"
"C0825","Modesto Morante","2/11/1972","20 Deerfield Lane","Bronx, NY 10469","(958) 671-5221","djupedal@yahoo.com","12/1/2005 20:33","A"
"C0826","Clemente Ferrero Garmendia","9/26/1980","9618 Lower River St.","New York, NY 10033","(203) 272-8879","dpitts@mac.com","3/10/2005 7:58","E"
"C0827","Guiomar Ferrera","4/17/1994","50 New Rd.","Westbury, NY 11590","(412) 374-4809","kevinm@live.com","9/1/2020 7:55","B"
"C0828","Araceli Borrell-Armas","10/27/1992","534 Clinton Street","Brooklyn, NY 11211","(700) 831-5400","okroeger@gmail.com","4/13/2006 6:10","D"
"C0829","Jorge Gutierrez Caparrós","12/19/1985","56 Marsh Drive","Brooklyn, NY 11214","(536) 847-4736","smpeters@optonline.net","10/29/2006 17:49","A"
"C0830","Beatriz Mamen Casanovas Ruiz","12/11/1988","901 Belmont Street","Middletown, NY 10940","(853) 399-2912","balchen@aol.com","1/10/2010 22:43","A"
"C0831","Vicenta Rivero Otero","7/11/1981","34 West Pleasant St.","New York, NY 10027","(719) 895-4064","marin@att.net","4/11/2019 14:08","D"
"C0832","Vicenta Solé-Palma","6/23/1978","61 Fulton Street","Forest Hills, NY 11375","(579) 455-3524","bdthomas@yahoo.ca","4/27/2018 20:43","C"
"C0833","Alejandra Beltrán Fuente","2/13/1983","38 Nut Swamp St.","Jamaica, NY 11434","(952) 284-4700","sartak@outlook.com","12/2/2016 21:40","A"
"C0834","Ruperta Casanova Bermúdez","8/30/1978","505 Evergreen Dr.","Brooklyn, NY 11237","(819) 878-4303","jmmuller@yahoo.com","5/26/2012 10:38","E"
"C0835","Nicolás Ayala Campoy","7/19/1998","353 Sherman St.","Flushing, NY 11354","(467) 290-0508","bowmanbs@me.com","10/4/2019 15:30","C"
"C0836","Leopoldo del Sáez","10/28/1995","764 New St.","Buffalo, NY 14221","(590) 409-5907","parsimony@live.com","7/8/2012 20:03","A"
"C0837","Haroldo del Hoyos","6/29/1990","2 Delaware Lane","Huntington, NY 11743","(266) 570-8715","weazelman@optonline.net","4/15/2018 14:31","B"
"C0838","Juanita Pastora Escolano Marí","4/11/1980","940 S. Thomas Ave.","Jamaica, NY 11435","(471) 733-8756","dexter@aol.com","7/11/2017 9:49","A"
"C0839","Jenny Manuel Llorens","11/29/1975","8459 Wagon Road","Tonawanda, NY 14150","(616) 501-9475","avalon@att.net","3/18/2015 3:06","B"
"C0840","Belén Cantero Uría","9/19/1977","815 Victoria Ave.","New York, NY 10009","(814) 815-8592","mgemmons@optonline.net","10/15/2018 23:53","B"
"C0841","Candela Grande Arenas","5/7/1991","7019 Maple St.","Brooklyn, NY 11233","(628) 340-8842","djpig@aol.com","2/1/2018 23:13","D"
"C0842","Socorro Sans Pomares","11/25/1976","7328 Marsh St.","Brooklyn, NY 11221","(994) 397-7201","bartak@comcast.net","5/7/2021 18:15","C"
"C0843","Nazaret Antúnez Rios","8/9/1986","7379 Nut Swamp Dr.","Poughkeepsie, NY 12603","(644) 968-4427","jmcnamara@yahoo.com","12/2/2005 5:40","A"
"C0844","Yago Teruel Palomino","11/20/1976","67 Bald Hill St.","Far Rockaway, NY 11691","(549) 850-2390","aibrahim@comcast.net","4/28/2017 6:53","A"
"C0845","Lola Crespi Lobato","2/19/1977","4 Proctor Ave.","Hempstead, NY 11550","(506) 841-6393","duncand@yahoo.com","4/3/2014 22:16","D"
"C0846","Matías Agudo Ruiz","1/30/1992","9 Lake St.","Brooklyn, NY 11210","(340) 492-0275","bdbrown@att.net","2/11/2017 1:13","D"
"C0847","Luisa Redondo Salom","7/1/1973","501 Foster Ave.","Jamaica, NY 11432","(383) 357-1843","dburrows@comcast.net","10/18/2014 15:21","E"
"C0848","Isa Trillo Rozas","4/9/1972","7652 Lakeshore Court","Brooklyn, NY 11219","(405) 559-9778","monkeydo@att.net","8/29/2018 10:35","D"
"C0849","Asdrubal Estevez Solís","1/27/1992","490 Beacon St.","Brooklyn, NY 11238","(268) 398-7609","amichalo@verizon.net","1/27/2017 18:31","A"
"C0850","Ruth Blázquez Cerro","12/5/1999","9050 West Catherine Dr.","Bronx, NY 10460","(310) 577-6728","gravyface@aol.com","5/21/2012 15:35","A"
"C0851","Hernando del Nieto","9/16/1975","8438 Joy Ridge Drive","Bronx, NY 10457","(811) 765-3302","webdragon@msn.com","8/3/2019 7:39","E"
"C0852","Silvio Vilanova Amador","10/15/1986","9656 Beaver Ridge St.","New York, NY 10032","(403) 928-7118","matthijs@me.com","5/6/2021 1:49","E"
"C0853","Damián Andrade","10/30/1980","106 Market Ave.","New York, NY 10040","(607) 905-6893","kidehen@msn.com","1/20/2009 4:46","A"
"C0854","Patricio Velasco","9/28/1983","8615 W. Pine Lane","Staten Island, NY 10314","(384) 958-4888","rjones@yahoo.com","5/10/2021 12:02","E"
"C0855","Antonio Mendizábal Sevillano","5/1/1983","9323 E. Old York St.","North Tonawanda, NY 14120","(324) 284-9902","zavadsky@yahoo.ca","11/1/2016 12:52","C"
"C0856","Aitana Escudero Hidalgo","7/8/1982","8819 Oak Ave.","New York, NY 10016","(836) 752-4390","jaesenj@icloud.com","5/20/2012 20:33","A"
"C0857","Magdalena Castell Rey","1/27/1975","9910 Essex St.","Brooklyn, NY 11234","(574) 870-1271","smcnabb@mac.com","7/31/2011 1:30","B"
"C0858","Baltasar del Giner","8/28/1978","142 Windfall St.","Rochester, NY 14609","(422) 535-5367","sagal@outlook.com","10/1/2020 6:34","E"
"C0859","Martirio Samper Tena","7/7/1998","9809 Gates Street","Bronx, NY 10468","(415) 828-3663","dwendlan@gmail.com","7/21/2005 2:35","B"
"C0860","Arsenio Haro Ledesma","7/12/1995","510 West Homewood Ave.","Brooklyn, NY 11203","(415) 947-3697","nweaver@att.net","5/11/2006 12:34","A"
"C0861","Herminia Nevado Pagès","1/10/1986","9 Nut Swamp Road","Brentwood, NY 11717","(655) 247-5450","odlyzko@icloud.com","7/28/2007 10:06","A"
"C0862","Apolonia Luís-Bernat","4/10/1983","52 Glenridge Street","New York, NY 10128","(726) 230-1885","jipsen@mac.com","3/19/2020 8:16","B"
"C0863","Lina Porcel Bustamante","6/20/1994","8788 Birchpond Circle","Brooklyn, NY 11230","(301) 446-4931","bogjobber@outlook.com","8/12/2020 1:41","A"
"C0864","José Luis Ferrándiz Cornejo","7/12/1985","559 Young St.","Auburn, NY 13021","(205) 948-8280","benanov@att.net","9/16/2019 10:16","D"
"C0865","Belen Chaparro","8/29/1970","114 Carriage Lane","Brooklyn, NY 11216","(216) 341-9188","rnewman@verizon.net","12/2/2018 19:56","A"
"C0866","Poncio Cerdán","11/23/1991","328 E. Windfall Ave.","Flushing, NY 11355","(922) 668-4401","oracle@hotmail.com","6/18/2014 10:38","C"
"C0867","Andrés Doménech Almazán","9/1/1976","9123 Shub Farm Road","New York, NY 10002","(929) 916-9742","ianbuck@yahoo.com","12/12/2013 16:20","A"
"C0868","Cecilio Apolinar Salas Alemán","12/30/1998","120 Whitemarsh St.","Yonkers, NY 10701","(294) 465-2217","hampton@hotmail.com","2/3/2018 13:20","E"
"C0869","Otilia Ropero Macias","11/16/1978","9690 Princess Ave.","Elmont, NY 11003","(358) 731-3798","boomzilla@sbcglobal.net","1/7/2021 18:37","B"
"C0870","Severo de Goñi","1/17/1984","8948 St Louis Ave.","Rome, NY 13440","(352) 604-1886","bulletin@att.net","2/1/2021 5:43","A"
"C0871","Chuy Julián Cabrero","7/24/1997","748 East Brown St.","New York, NY 10034","(316) 723-5488","animats@msn.com","1/19/2021 9:50","D"
"C0872","Adelia Campo-Bueno","7/6/1972","679 Oak Meadow Ave.","South Ozone Park, NY 11420","(900) 365-3438","dieman@mac.com","7/11/2006 2:43","E"
"C0873","Anacleto Paniagua-Antúnez","4/21/1981","490 W. Vernon Street","New York, NY 10003","(232) 995-8639","augusto@yahoo.com","2/2/2014 18:03","E"
"C0874","Régulo Larrea Pereira","12/30/1997","279 Magnolia Avenue","Woodside, NY 11377","(713) 359-4317","dunstan@outlook.com","5/2/2019 7:00","C"
"C0875","Pacífica Guardiola Rosa","9/5/1991","9589 Thorne Ave.","Brooklyn, NY 11235","(206) 847-8774","mhoffman@sbcglobal.net","9/17/2015 13:25","B"
"C0876","Victorino Aramburu","2/9/1973","899 Shipley Ave.","Brooklyn, NY 11201","(411) 376-4315","weazelman@gmail.com","7/26/2016 6:55","D"
"C0877","Bibiana Mata Alcolea","6/7/1997","46 Victoria Court","Bronx, NY 10453","(938) 721-2256","mirod@icloud.com","11/20/2009 1:27","D"
"C0878","Florentina Grande Quintero","1/9/1973","8664 Oak Valley Drive","Webster, NY 14580","(419) 442-9188","yangyan@msn.com","7/23/2017 8:34","D"
"C0879","Cayetano Coello Fernandez","10/18/1986","922 West Leeton Ridge St.","Buffalo, NY 14215","(763) 952-1502","benits@optonline.net","7/12/2013 0:43","E"
"C0880","Florinda Gascón Gonzalo","9/11/1981","7880 Leeton Ridge Avenue","Astoria, NY 11103","(723) 961-1436","oevans@aol.com","10/27/2010 1:00","D"
"C0881","Valeria Ríos","8/17/1990","92 Marvon St.","Troy, NY 12180","(233) 477-9648","sfoskett@yahoo.com","7/1/2010 0:43","A"
"C0882","Blanca Moya Fabregat","12/30/1987","905 Wrangler Lane","Astoria, NY 11105","(347) 835-6563","catalog@hotmail.com","7/30/2012 7:58","A"
"C0883","Soraya Cáceres Marin","9/15/1981","9096 Clark Lane","Brooklyn, NY 11224","(732) 949-7420","preneel@verizon.net","11/28/2016 22:07","A"
"C0884","Rufina Rosselló Sales","6/11/1993","9783 Poplar Street","Buffalo, NY 14224","(334) 788-2547","drezet@msn.com","9/19/2016 3:24","D"
"C0885","Abril Almazán Gargallo","4/20/1975","744 Coffee Ave.","Jamaica, NY 11435","(355) 952-4381","symbolic@mac.com","2/28/2009 19:02","C"
"C0886","Sandalio Pinto Alcázar","3/14/1984","10 Rockwell Road","Ithaca, NY 14850","(875) 650-4506","melnik@mac.com","1/6/2021 16:31","C"
"C0887","Urbano Rosselló Llabrés","3/3/1970","395 W. Coffee St.","Brooklyn, NY 11236","(650) 311-4823","vertigo@optonline.net","6/26/2016 0:04","A"
"C0888","Aurelio Ferreras Granados","1/2/1995","499 Second Dr.","Bronx, NY 10456","(944) 439-2624","odlyzko@outlook.com","9/27/2008 18:49","A"
"C0889","Aroa Pujol Belmonte","1/5/1982","56 Nut Swamp Circle","Brooklyn, NY 11221","(283) 827-0141","nachbaur@yahoo.com","5/22/2014 4:35","E"
"C0890","Calista de Abril","9/28/1993","943 Holly Ave.","Bronx, NY 10451","(975) 594-0844","cumarana@att.net","1/20/2020 2:36","D"
"C0891","Teófilo Contreras Téllez","1/29/1992","9752 Blackburn Dr.","Brooklyn, NY 11214","(990) 738-6040","donev@outlook.com","2/16/2016 17:24","C"
"C0892","Milagros Cabañas","8/7/1972","8821 Rockville Lane","Newburgh, NY 12550","(770) 545-8863","hutton@me.com","8/26/2006 23:56","C"
